IMG_20190323_114030.jpg;81;112;1305;112;1296;996;95;995
IMG_20190323_114036.jpg;202;83;1229;87;1209;933;226;948
IMG_20190323_114042.jpg;141;138;629;138;620;887;157;888
IMG_20190323_114048.jpg;80;61;711;61;683;913;94;905
IMG_20190323_114053.jpg;103;87;715;95;695;897;123;902
IMG_20190323_114059.jpg;100;20;1283;43;1262;982;132;998
IMG_20190323_114105.jpg;131;131;1140;128;1130;887;165;902
IMG_20190323_114113.jpg;140;166;638;172;621;828;158;831
IMG_20190323_114121.jpg;308;222;1030;222;1024;743;319;748
IMG_20190323_114127.jpg;92;106;680;101;649;894;106;871
