IMG_20190323_113057.jpg;80;143;703;149;706;884;75;908
IMG_20190323_113103.jpg;277;162;1158;165;1161;896;280;911
IMG_20190323_113114.jpg;137;129;1333;148;1334;973;137;996
IMG_20190323_113121.jpg;205;171;1149;183;1137;859;211;854
IMG_20190323_113129.jpg;50;163;712;162;683;887;57;873
IMG_20190323_113134.jpg;77;195;735;206;712;789;89;797
IMG_20190323_113141.jpg;44;169;748;186;725;894;55;893
IMG_20190323_113148.jpg;129;239;587;239;580;737;141;737
IMG_20190323_113202.jpg;320;226;1177;242;1134;763;345;759
IMG_20190323_113208.jpg;89;66;777;70;782;857;67;865
IMG_20190323_113216.jpg;216;151;1271;145;1265;924;222;918
