IMG_20190323_112012.jpg;817;274;1146;276;1138;709;813;706
IMG_20190323_112018.jpg;101;180;688;169;685;853;121;853
IMG_20190323_112026.jpg;69;151;715;146;705;867;80;860
IMG_20190323_112038.jpg;643;418;862;416;865;561;634;563
IMG_20190323_112045.jpg;294;319;504;316;499;590;300;589
IMG_20190323_112058.jpg;1010;350;1371;356;1366;644;1004;646
IMG_20190323_112107.jpg;114;356;1323;356;1238;575;192;578
IMG_20190323_112113.jpg;253;416;688;424;680;973;223;965
IMG_20190323_112120.jpg;890;266;1294;268;1283;734;885;740
IMG_20190323_112130.jpg;394;171;978;165;988;606;374;604
IMG_20190323_112135.jpg;72;248;268;248;279;515;86;510
IMG_20190323_112141.jpg;195;404;527;398;506;461;219;464
IMG_20190323_112147.jpg;202;145;677;154;657;754;212;751
IMG_20190323_112153.jpg;54;75;768;80;743;913;80;921
IMG_20190323_112200.jpg;61;314;584;313;590;921;69;916
IMG_20190323_112206.jpg;87;114;638;101;641;992;77;1005
IMG_20190323_112211.jpg;277;166;1167;154;1160;885;297;887
IMG_20190323_112217.jpg;128;165;655;169;641;833;140;830
IMG_20190323_112228.jpg;109;225;688;226;674;754;121;757
IMG_20190323_112235.jpg;131;123;635;123;627;902;137;891
